index,Category,Organization,Filed,Sub-Docket,Accession,Description,Accession_Num
720,Filed By,"Institute for Policy Integrity, New York University School o Harvard Electricity Law Initiative",12/06/2022,0,20221206-5140 Go to Doc InfoGo to File List,Supplemental Comments of Harvard Electricity Law Initiative et al. under RM21-17.,20221206-5140
722,Filed By,INDIVIDUAL,12/12/2022,0,20221212-4001 Go to Doc InfoGo to File List,Comments of Payton Alaama re status of the proposed rules for cost allocation under RM21-17 et al.,20221212-4001
734,Filed By,"LS Power Grid, LLC",03/23/2023,0,20230323-5222 Go to Doc InfoGo to File List,"Comments of LS Power Grid, LLC under AD22-8, et. al.",20230323-5222
735,Filed By,"LS Power Grid, LLC NRG Energy, Inc.",03/23/2023,0,20230323-5178 Go to Doc InfoGo to File List,"Post-Technical Conference Comments of LS Power Grid, LLC, et al. under AD22-8, et. al.",20230323-5178
736,Filed By,Individual No Affiliation,04/26/2023,0,20230426-5284 Go to Doc InfoGo to File List,"Comments of US Sen. John Barrasso, M.D. (WY), Ranking Member of the Senate Committee on Natural Resources, under PL18-1, et. al.",20230426-5284
741,Filed By,UNITED STATES SENATE,07/24/2023,0,20230724-4001 Go to Doc InfoGo to File List,Comments of U.S. Senator Charles E. Schumer re the transmission planning and cost allocation rule etc. under RM22-14 et al.,20230724-4001
745,Filed By,"WATT Coalition Electricity Consumers Resource Council NASUCA , American Council on Renewable Energy , Clean Energy Buyers Association , Southern Renewable Energy Association , Advanced Energy United , Solar Energy Industries Association , NATURAL RESOURCES DEFENSE COUNCIL ,",09/20/2023,0,20230920-5083 Go to Doc InfoGo to File List,"Comments of WATT Coalition, et al. re Grid Enhancing Technologies under RM21-17, et al.",20230920-5083
747,Filed By,National Caucus of Environmental Legislators,10/04/2023,0,20231004-5029 Go to Doc InfoGo to File List,Comments of National Caucus of Environmental Legislators re FERC's notices of proposed rulemakings related to Regional Transmission Planning under RM21-17.,20231004-5029
748,Filed By,NATIONAL CAUCUS OF ENVIRONMENTAL LEGISLATORS,10/05/2023,0,20231005-4000 Go to Doc InfoGo to File List,Comments of National Caucus of Environmental Legislators re FERC's notices of proposed rulemakings related to Regional Transmission Planning Rule under RM21-17.,20231005-4000
750,Filed By,"MONTCLAIR PRESBYTERIAN CHURCH OAKLAND, CALIFORNIA",10/24/2023,0,20231024-0003 Go to Doc InfoGo to File List,"Comments of the Montclair Presbyterian Church in Oakland, California under RM21-17.",20231024-0003
755,Filed By,UNITED STATES SENATOR,11/30/2023,0,20231130-4001 Go to Doc InfoGo to File List,Comments of United States Senator Sheldon Whitehouse requesting FERC to strengthen and swiftly finalize its regional transmission planning and cost allocation rule etc. under RM21-17 et al.,20231130-4001
758,Filed By,Cross-Sector Coalition,12/07/2023,0,20231207-5131 Go to Doc InfoGo to File List,"Comments of Cross Sector Coalition in Support of FERC's proposed rulemakings on transmission planning and cost allocation, et al. under RM21-17.",20231207-5131
759,Filed By,NATURAL RESOURCES DEFENSE COUNCIL,12/08/2023,0,20231208-5026 Go to Doc InfoGo to File List,"Comments of Natural Resources Defense Council, et al. re FERC's Notices of Proposed Rulemakings related to Regional Transmission Planning under RM21-17.",20231208-5026
760,Filed By,American Council on Renewable Energy,12/13/2023,0,20231213-5057 Go to Doc InfoGo to File List,Comments of American Council on Renewable Energy in Support of FERC's proposed rulemakings on transmission planning and cost allocation under RM21-17.,20231213-5057
761,Filed By,"Institute for Policy Integrity, New York University School o",12/14/2023,0,20231214-5082 Go to Doc InfoGo to File List,Comments of Institute for Policy Integrity at New York University School of Law re Notice of Proposed Rulemaking under RM21-17.,20231214-5082
762,Filed By,ROCKY MOUNTAIN INSTITUTE,12/14/2023,0,20231214-5008 Go to Doc InfoGo to File List,Comments of Rocky Mountain Institute re Notice of Proposed Rulemaking under RM21-17.,20231214-5008
763,Filed By,Breakthrough Energy,12/15/2023,0,20231215-5033 Go to Doc InfoGo to File List,"Comments of Breakthrough Energy in support of FERC's proposed rulemakings on transmission planning and cost allocation, et al. under RM21-17.",20231215-5033
764,Filed By,Breakthrough Energy,12/15/2023,0,20231215-5003 Go to Doc InfoGo to File List,"Comments of Breakthrough Energy in support of FERC's proposed rulemakings on transmission planning and cost allocation, et al. under RM21-17. Erroneously Filed.",20231215-5003
765,Filed By,Developers Advocating Transmission Advancements,12/15/2023,0,20231215-5048 Go to Doc InfoGo to File List,"Supplemental Comments of Developers Advocating Transmission Advancements re Notice of Proposed Rulemaking under RM21-17, et al.",20231215-5048
766,Filed By,UNITED STATES CONGRESS,01/19/2024,0,20240119-4001 Go to Doc InfoGo to File List,Comments of U.S. Congress Member Paul D. Tonko et al requesting FERC to strengthen and finalize its regional transmission planning and cost allocation rule under RM21-17.,20240119-4001
767,Filed By,UNITED STATES SENATOR CHAIR AND IMMEDIATE STAFF (FERC),01/19/2024,0,20240119-4000 Go to Doc InfoGo to File List,Comments of United States Senator Martin Heinrich et al requesting FERC to strengthen and finalize its regional transmission planning and cost allocation rule under RM21-17.,20240119-4000
769,Filed By,Clean Energy Buyers Association,01/22/2024,0,20240122-5084 Go to Doc InfoGo to File List,"Comments of Clean Energy Buyers Association, et al. in Support of a strong Final Regional Transmission Planning and Cost Allocation Rule under RM21-17",20240122-5084
773,Filed By,Electricity Transmission Competition Coalition,02/01/2024,0,20240201-5046 Go to Doc InfoGo to File List,"Motion to Leave to Answer and Answer of Electricity Transmission Competition Coalition to Supplemental Comments of Incumbent Transmission Owners filed on December 15, 2023, under RM21-17, et al.",20240201-5046
774,Filed By,"Niskanen Center R Street Institute PUBLIC CITIZEN , Institute for Local Self-Reliance , Center for Biological Diversity , Open Markets Institute ,",02/05/2024,0,20240205-5137 Go to Doc InfoGo to File List,"Comments of Niskanen Center, et al. re Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection under RM21-17.",20240205-5137
775,Filed By,Edison Electric Institute,02/21/2024,0,20240221-5085 Go to Doc InfoGo to File List,Comments of the Edison Electric Institute re the Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection under RM21-17.,20240221-5085
776,Filed By,WIRES,02/23/2024,0,20240223-5066 Go to Doc InfoGo to File List,Supplemental Comments of WIRES re the Notice of Proposed Rulemaking under RM21-17.,20240223-5066
777,Filed By,UNITED STATES CONGRESS,02/26/2024,0,20240226-4001 Go to Doc InfoGo to File List,Comments of U.S. Congress Member Andrew R. Garbarino et al. requesting FERC to finalize its regional transmission planning and cost allocation rule under RM21-17.,20240226-4001
778,Filed By,THE WESTERN WAY UTAH,02/27/2024,0,20240227-0005 Go to Doc InfoGo to File List,Comments of The Western Way Utah urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240227-0005
779,Filed By,THE WESTERN WAY COLORADO,02/27/2024,0,20240227-0006 Go to Doc InfoGo to File List,Comments of The Western Way Colorado urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240227-0006
780,Filed By,THE WESTERN WAY NEVADA,02/27/2024,0,20240227-0007 Go to Doc InfoGo to File List,Comments of The Western Way Nevada urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240227-0007
781,Filed By,MICHIGAN CONSERVATIVE ENERGY FORUM,02/27/2024,0,20240227-0009 Go to Doc InfoGo to File List,Comments of Ed R. urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240227-0009
782,Filed By,CONSERVATIVE ENERGY NETWORK,02/27/2024,0,20240227-0010 Go to Doc InfoGo to File List,Comments of John Szoka urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240227-0010
783,Filed By,CONSERVATIVES FOR CLEAN ENERGY FLORIDA,02/27/2024,0,20240227-0008 Go to Doc InfoGo to File List,Comments of Conservatives for Clean Energy - Florida urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240227-0008
784,Filed By,INDIVIDUAL,02/28/2024,0,20240228-4000 Go to Doc InfoGo to File List,Comments of Ryan Huebsch urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240228-4000
785,Filed By,OHIO CONSERVATIVE ENERGY FORUM,02/29/2024,0,20240229-4002 Go to Doc InfoGo to File List,Comments of Ohio Conservative Energy Forum (OHCEF) urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240229-4002
786,Filed By,MICHIGAN CONSERVATIVE ENERGY FORUM,02/29/2024,0,20240229-4004 Go to Doc InfoGo to File List,Comments of Michigan Conservative Energy Forum urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240229-4004
788,Filed By,CONSERVATIVES FOR CLEAN ENERGY SOUTH CAROLINA,02/29/2024,0,20240229-4003 Go to Doc InfoGo to File List,Comments of Conservatives for CleanEnergy South Carolina urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240229-4003
789,Filed By,THE WESTERN WAY NEVADA,02/29/2024,0,20240229-4001 Go to Doc InfoGo to File List,Comments of The Western Way Nevada urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240229-4001
790,Filed By,WISCONSIN CONSERVATIVE ENERGY FORUM,02/29/2024,0,20240229-4005 Go to Doc InfoGo to File List,Comments of Wisconsin Conservative Energy Forum urging FERC to finalize its pending regional transmission planning and cost allocation rule under RM21-17.,20240229-4005
791,Filed By,ELCON,03/01/2024,0,20240301-5280 Go to Doc InfoGo to File List,Supplemental Comments of Electricity Consumers Resource Council re Notice of Proposed Rulemaking under RM21-17.,20240301-5280
792,Filed By,Harvard Electricity Law Initiative,03/01/2024,0,20240301-5276 Go to Doc InfoGo to File List,Comments of Harvard Electricity Law Initiative in response to WIRES Late Filing re regional transmission planning and cost allocation etc. under RM21-17.,20240301-5276
793,Filed By,UNITED STATES CONGRESS,03/04/2024,0,20240304-4000 Go to Doc InfoGo to File List,Comments of U.S. Congress Member Andrew R. Garbarino et al. requesting FERC to finalize its regional transmission planning and cost allocation rule under RM21-17.,20240304-4000
794,Filed By,"American Municipal Power, Inc.",03/06/2024,0,20240306-5086 Go to Doc InfoGo to File List,"Motion for Leave to submit Supplemental Comments and Supplemental Comments of American Municipal Power, Inc. to update and supplement the data filed on October 12, 2021 under RM21-17.",20240306-5086
795,Filed By,Ceres,03/06/2024,0,20240306-5022 Go to Doc InfoGo to File List,Comments of Ceres in support of finalizing the pending regional transmission planning and cost allocation rule under RM21-17.,20240306-5022
796,Filed By,Bekaert,03/07/2024,0,20240307-5077 Go to Doc InfoGo to File List,Comments of Bekaert encouraging FERC to use alternate or additional reference sources re the advanced conductors under RM21-17.,20240307-5077
797,Filed By,"Freeport-McMoran Copper & Gold Energy Services, LLC",03/18/2024,0,20240318-5114 Go to Doc InfoGo to File List,"Comments of Freeport-McMoRan, Inc. re FERC's Notice of Proposed Rulemaking on Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection under RM21-17.",20240318-5114
798,Filed By,New England States Committee on Electricity,03/20/2024,0,20240320-5063 Go to Doc InfoGo to File List,"Motion of New England States Committee on Electricity to Reject out of time supplemental comments, or in the alternative, to accept NESCOE's supplemental comments under RM21-17.",20240320-5063
799,Filed By,U.S. Climate Alliance,03/21/2024,0,20240321-5175 Go to Doc InfoGo to File List,Comments of U.S. Climate Alliance encouraging FERC to finalize its proposed rulemaking on regional transmission planning under RM21-17.,20240321-5175
805,Filed By,KANSAS OFFICE OF THE GOVERNOR,04/26/2024,0,20240426-4001 Go to Doc InfoGo to File List,Comments of Kansas State Governor Laura Kelly requesting FERC to finalize its regional transmission planning and cost allocation rule under RM21-17.,20240426-4001
815,Filed By,INDIVIDUAL,06/10/2024,0,20240610-0012 Go to Doc InfoGo to File List,Comments submitted re Order No. 1920 under RM21-17.,20240610-0012
816,Filed By,INDIVIDUAL,06/10/2024,0,20240610-0013 Go to Doc InfoGo to File List,Comments submitted re Order No. 1920 under RM21-17.,20240610-0013
817,Filed By,INDIVIDUAL,06/10/2024,0,20240610-0014 Go to Doc InfoGo to File List,Comments of Cher Gilmore re Order No. 1920 under RM21-17.,20240610-0014
835,Filed By,Vermont Public Utility Commission,06/12/2024,0,20240612-5178 Go to Doc InfoGo to File List,Comments of Vermont Public Utility Commission in support of the requests by the New England States Committee on Electricity for clarification and rehearing of the final rule under RM21-17.,20240612-5178
838,Filed By,Missouri Public Service Commission,06/12/2024,0,20240612-5218 Go to Doc InfoGo to File List,Comments of Missouri Public Service Commission re the final rule under RM21-17.,20240612-5218
884,Filed By,Grid United LLC,06/12/2024,1,20240612-5245 Go to Doc InfoGo to File List,Comments of Grid United LLC in response to FERC's 05/13/2024 order under RM21-17.,20240612-5245
893,Filed By,MISSOURI PUBLIC SERVICE COMMISSION,06/17/2024,0,20240617-4002 Go to Doc InfoGo to File List,Comments of Missouri Public Service Commission requesting FERC to re-evaluate certain aspects of the final rule etc. under RM21-17.,20240617-4002
899,Filed By,"Organization of PJM States, Inc.",07/03/2024,0,20240703-5036 Go to Doc InfoGo to File List,"Comments of Organization of PJM States, Inc. re PJM Interconnection L.L.C.’s Long-Term Regional Transmission Planning Process proposal under RM21-17.",20240703-5036
903,Filed By,MINNESOTA PUBLIC UTILITIES COMMISSION,07/16/2024,0,20240716-4000 Go to Doc InfoGo to File List,Comments of The Minnesota Utilities Commission in support of FERC's new transmission and cost allocation rule Order No. 1920 under RM21-17.,20240716-4000
906,Filed By,MINNESOTA PUBLIC UTILITIES COMMISSION,07/16/2024,0,20240716-5120 Go to Doc InfoGo to File List,Comments of Minnesota Public Utilities Commission in support of FERC's new transmission and cost allocation rule Order No. 1920 under RM21-17.,20240716-5120
937,Filed By,STATE OF REGULATORY COMMISSIONERS,07/22/2024,0,20240723-4000 Go to Doc InfoGo to File List,Comments of the State of Regulatory Commissioners in support of FERC's new transmission and cost allocation rule Order No. 1920 under RM21-17.,20240723-4000
948,Filed By,INDIVIDUAL,07/29/2024,0,20240729-0004 Go to Doc InfoGo to File List,Comments of E. Andrews in support of FERC's new transmission and cost allocation rule Order No. 1920 under RM21-17.,20240729-0004
