Category,Organization,Filed,Sub-Docket,Accession,Description
Filed By,Public Service Commission of Wisconsin,07/06/2021,0,20210706-5124 Go to Doc InfoGo to File List,"Request to Update Information of Public Service Commission of Wisconsin under EL03-212, et. al.."
Filed By,Public Service Commission of Wisconsin,08/25/2021,0,20210825-5072 Go to Doc InfoGo to File List,"Request to Update Service List Information of Public Service Commission of Wisconsin under EL03-212, et. al."
Filed By,Division of Rate Counsel,01/19/2022,0,20220119-5174 Go to Doc InfoGo to File List,"Request to Amend Service List of New Jersey Division of Rate Counsel under EL03-212, et. al."
Filed By,Imperial Irrigation District,04/27/2022,0,20220427-5220 Go to Doc InfoGo to File List,"Notice of Substitution of Counsel and Request to Update Official Service List Information of Imperial Irrigation District under RM10-23, et. al.."
Filed By,Portland General Electric Company,12/07/2022,0,20221207-5141 Go to Doc InfoGo to File List,"Portland General Electric Company submits Request to update official service list under ER07-1280, et al."
Filed By,"CHPE LLC Transmission Developers, Inc. Champlain Hudson Power Express, Inc. , TDI-USA Holdings LLC , TDI-USA Holdings Corporation ,",12/12/2022,0,20221212-5154 Go to Doc InfoGo to File List,"Notice of Substitution of Counsel and Request to Update Official Service List Information of CHPE LLC, et. al. under ER22-772, et. al."
Filed By,Washington Energy Law LLP,02/24/2023,0,20230224-5215 Go to Doc InfoGo to File List,"Washington Energy Law LLP submits Request to Update Official Service Lists under ER10-949, et. al."
Filed By,Imperial Irrigation District,09/15/2023,0,20230915-5211 Go to Doc InfoGo to File List,"Imperial Irrigation District submits Request to Update Service List under RM06-4, et. al."
Filed By,"Exelon Corporation Atlantic City Electric Baltimore Gas and Electric Company , Delmarva Power & Light Company , Commonwealth Edison Company , PECO Energy Company , Potomac Electric Power Company ,",07/15/2024,0,20240715-5241 Go to Doc InfoGo to File List,"Exelon Corporation, et al. submit request to update service list under ER20-789, et al."
Filed By,Portland General Electric Company,01/21/2025,0,20250121-5198 Go to Doc InfoGo to File List,"Portland General Electric Company submits request to update service list under AD09-8, et al."
Filed By,Portland General Electric Company,01/21/2025,1,20250121-5198 Go to Doc InfoGo to File List,"Portland General Electric Company submits request to update service list under AD09-8, et al."
Filed By,Portland General Electric Company,01/21/2025,2,20250121-5198 Go to Doc InfoGo to File List,"Portland General Electric Company submits request to update service list under AD09-8, et al."
Filed By,Portland General Electric Company,01/21/2025,3,20250121-5198 Go to Doc InfoGo to File List,"Portland General Electric Company submits request to update service list under AD09-8, et al."
Filed By,Portland General Electric Company,01/21/2025,4,20250121-5198 Go to Doc InfoGo to File List,"Portland General Electric Company submits request to update service list under AD09-8, et al."
